Iteration,Latitude,Longitude,Altitude,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,Phi,Theta,Psi,PhiDot,ThetaDot,PsiDot,Articulated Landing Gear,Articulated Elevator,Articulated Rudder,Articulated Speed Brake,Articulated LW Aileron,Articulated LW Flap,Articulated RW Aileron,Articulated RW Flap,Articulated LH Elevator,Articulated RH Elevator,Articulated LW Roll Spoiler,Articulated RW Roll Spoiler,Articulated Propeller,Articulated Propeller 1,Articulated Propeller 2,Articulated Propeller 3,Articulated Propeller 4
74.425,0.87561793,0.19008021,1487.31066895,-141.46413,-60.35310,0.00602,0.01884,0.00766,-0.01372,0.00003,0.02029,-2.73834,-0.00005,0.00003,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.450,0.87561738,0.19007984,1487.31054688,-141.46367,-60.35291,0.00540,0.01856,0.00769,-0.02475,0.00002,0.02029,-2.73834,-0.00005,0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.475,0.87561682,0.19007947,1487.31042480,-141.46330,-60.35247,0.00505,0.01470,0.01759,-0.01413,0.00002,0.02029,-2.73834,-0.00005,0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.500,0.87561627,0.19007910,1487.31030273,-141.46284,-60.35229,0.00474,0.01815,0.00747,-0.01260,0.00002,0.02029,-2.73834,-0.00004,0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.525,0.87561571,0.19007873,1487.31018066,-141.46240,-60.35210,0.00414,0.01792,0.00744,-0.02362,0.00002,0.02029,-2.73834,-0.00004,0.00001,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.550,0.87561516,0.19007837,1487.31018066,-141.46194,-60.35191,0.00382,0.01832,0.00743,-0.01300,0.00002,0.02029,-2.73834,-0.00004,0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.575,0.87561460,0.19007800,1487.31005859,-141.46149,-60.35173,0.00353,0.01809,0.00743,-0.01144,0.00002,0.02030,-2.73834,-0.00004,0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.600,0.87561405,0.19007763,1487.31005859,-141.46106,-60.35155,0.00297,0.01730,0.00720,-0.02247,0.00002,0.02030,-2.73834,-0.00004,0.00001,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.625,0.87561349,0.19007726,1487.30993652,-141.46072,-60.35112,0.00268,0.01353,0.01714,-0.01185,0.00002,0.02030,-2.73834,-0.00004,-0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.650,0.87561294,0.19007689,1487.30993652,-141.46028,-60.35094,0.00242,0.01764,0.00730,-0.01029,0.00002,0.02030,-2.73834,-0.00003,-0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.675,0.87561238,0.19007652,1487.30993652,-141.45985,-60.35076,0.00189,0.01689,0.00699,-0.02130,0.00002,0.02030,-2.73834,-0.00003,-0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.700,0.87561183,0.19007615,1487.30993652,-141.45944,-60.35059,0.00162,0.01677,0.00701,-0.01067,0.00002,0.02030,-2.73834,-0.00003,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.725,0.87561128,0.19007579,1487.30993652,-141.45901,-60.35041,0.00139,0.01725,0.00704,-0.00912,0.00001,0.02030,-2.73834,-0.00003,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.750,0.87561072,0.19007542,1487.30993652,-141.45860,-60.35024,0.00089,0.01655,0.00683,-0.02013,0.00001,0.02030,-2.73835,-0.00003,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.775,0.87561017,0.19007505,1487.30993652,-141.45830,-60.34982,0.00065,0.01227,0.01664,-0.00952,0.00001,0.02030,-2.73835,-0.00003,-0.00002,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.800,0.87560961,0.19007468,1487.30993652,-141.45789,-60.34965,0.00045,0.01646,0.00681,-0.00796,0.00001,0.02030,-2.73835,-0.00003,-0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.825,0.87560906,0.19007431,1487.30993652,-141.45747,-60.34948,-0.00002,0.01637,0.00676,-0.01898,0.00001,0.02030,-2.73835,-0.00002,-0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.850,0.87560850,0.19007394,1487.30993652,-141.45708,-60.34932,-0.00019,0.01572,0.00664,-0.00659,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.875,0.87560795,0.19007358,1487.31005859,-141.45668,-60.34915,-0.00035,0.01564,0.00651,-0.00647,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.900,0.87560739,0.19007321,1487.31005859,-141.45630,-60.34899,-0.00079,0.01555,0.00653,-0.01781,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.925,0.87560684,0.19007284,1487.31005859,-141.45601,-60.34858,-0.00095,0.01188,0.01641,-0.00631,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.950,0.87560628,0.19007247,1487.31018066,-141.45563,-60.34842,-0.00111,0.01548,0.00626,-0.00614,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74.975,0.87560573,0.19007210,1487.31018066,-141.45525,-60.34826,-0.00154,0.01542,0.00633,-0.01743,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.000,0.87560517,0.19007173,1487.31030273,-141.45486,-60.34810,-0.00169,0.01537,0.00627,-0.00586,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.025,0.87560462,0.19007136,1487.31042480,-141.45448,-60.34794,-0.00183,0.01530,0.00637,-0.00563,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.050,0.87560406,0.19007100,1487.31042480,-141.45412,-60.34779,-0.00225,0.01466,0.00607,-0.01687,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.075,0.87560351,0.19007063,1487.31054688,-141.45386,-60.34739,-0.00238,0.01046,0.01595,-0.00525,0.00001,0.02030,-2.73835,-0.00002,-0.00001,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.100,0.87560295,0.19007026,1487.31066895,-141.45349,-60.34724,-0.00251,0.01471,0.00603,-0.00498,0.00001,0.02030,-2.73835,-0.00001,-0.00001,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.125,0.87560240,0.19006989,1487.31066895,-141.45313,-60.34708,-0.00291,0.01469,0.00604,-0.01618,0.00001,0.02030,-2.73835,-0.00001,-0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.150,0.87560184,0.19006952,1487.31079102,-141.45277,-60.34694,-0.00302,0.01413,0.00583,-0.00453,0.00001,0.02030,-2.73835,-0.00001,-0.00002,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.175,0.87560129,0.19006915,1487.31091309,-141.45242,-60.34679,-0.00313,0.01416,0.00592,-0.00424,0.00001,0.02030,-2.73835,-0.00001,-0.00002,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.200,0.87560073,0.19006879,1487.31103516,-141.45207,-60.34665,-0.00351,0.01419,0.00587,-0.01541,0.00001,0.02030,-2.73835,-0.00001,-0.00002,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.225,0.87560018,0.19006842,1487.31115723,-141.45183,-60.34625,-0.00361,0.01004,0.01584,-0.00373,0.00001,0.02030,-2.73835,-0.00001,-0.00003,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.250,0.87559963,0.19006805,1487.31115723,-141.45148,-60.34611,-0.00369,0.01379,0.00561,-0.00343,0.00001,0.02030,-2.73835,-0.00001,-0.00003,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.275,0.87559907,0.19006768,1487.31127930,-141.45114,-60.34597,-0.00406,0.01327,0.00563,-0.01458,0.00001,0.02030,-2.73835,-0.00001,-0.00003,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.300,0.87559852,0.19006731,1487.31140137,-141.45081,-60.34583,-0.00413,0.01338,0.00566,-0.00290,0.00000,0.02030,-2.73835,-0.00001,-0.00003,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.325,0.87559796,0.19006694,1487.31152344,-141.45047,-60.34568,-0.00420,0.01346,0.00568,-0.00258,0.00000,0.02030,-2.73835,-0.00001,-0.00003,0.00000,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.350,0.87559741,0.19006657,1487.31164551,-141.45015,-60.34555,-0.00454,0.01299,0.00548,-0.01374,0.00000,0.02030,-2.73835,-0.00001,-0.00004,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.375,0.87559685,0.19006621,1487.31176758,-141.44992,-60.34517,-0.00459,0.00894,0.01528,-0.00206,0.00000,0.02030,-2.73835,-0.00001,-0.00004,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.400,0.87559630,0.19006584,1487.31188965,-141.44960,-60.34503,-0.00463,0.01275,0.00545,-0.00174,0.00000,0.02030,-2.73835,-0.00001,-0.00004,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.425,0.87559574,0.19006547,1487.31201172,-141.44928,-60.34489,-0.00496,0.01289,0.00539,-0.01288,0.00000,0.02030,-2.73835,-0.00001,-0.00004,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.450,0.87559519,0.19006510,1487.31213379,-141.44897,-60.34476,-0.00499,0.01249,0.00526,-0.00122,0.00000,0.02030,-2.73835,-0.00001,-0.00004,0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.475,0.87559463,0.19006473,1487.31237793,-141.44865,-60.34463,-0.00501,0.01267,0.00527,-0.00090,0.00000,0.02030,-2.73835,-0.00001,-0.00004,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.500,0.87559408,0.19006436,1487.31250000,-141.44835,-60.34450,-0.00531,0.01225,0.00515,-0.01206,0.00000,0.02030,-2.73835,-0.00001,-0.00005,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.525,0.87559352,0.19006400,1487.31262207,-141.44814,-60.34413,-0.00532,0.00825,0.01503,-0.00038,0.00000,0.02030,-2.73835,-0.00001,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.550,0.87559297,0.19006363,1487.31274414,-141.44783,-60.34399,-0.00532,0.01210,0.00527,-0.00007,0.00000,0.02030,-2.73835,-0.00001,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.575,0.87559241,0.19006326,1487.31286621,-141.44754,-60.34387,-0.00560,0.01173,0.00489,-0.01124,0.00000,0.02030,-2.73835,-0.00001,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.600,0.87559186,0.19006289,1487.31311035,-141.44724,-60.34375,-0.00559,0.01199,0.00499,0.00042,0.00000,0.02030,-2.73835,-0.00001,-0.00005,0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.625,0.87559130,0.19006252,1487.31323242,-141.44695,-60.34362,-0.00557,0.01161,0.00492,0.00076,0.00000,0.02030,-2.73835,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.650,0.87559075,0.19006215,1487.31335449,-141.44666,-60.34350,-0.00583,0.01184,0.00502,-0.01040,0.00000,0.02030,-2.73835,-0.00000,-0.00005,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.675,0.87559020,0.19006178,1487.31359863,-141.44646,-60.34313,-0.00580,0.00788,0.01482,0.00116,0.00000,0.02029,-2.73835,-0.00001,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.700,0.87558964,0.19006142,1487.31372070,-141.44618,-60.34301,-0.00577,0.01121,0.00474,0.00155,0.00000,0.02029,-2.73835,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.725,0.87558909,0.19006105,1487.31384277,-141.44589,-60.34289,-0.00601,0.01149,0.00473,-0.00962,0.00000,0.02029,-2.73835,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.750,0.87558853,0.19006068,1487.31408691,-141.44562,-60.34277,-0.00596,0.01117,0.00474,0.00184,0.00000,0.02029,-2.73835,-0.00000,-0.00005,0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.775,0.87558798,0.19006031,1487.31420898,-141.44533,-60.34266,-0.00590,0.01143,0.00474,0.00230,0.00000,0.02029,-2.73835,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.800,0.87558742,0.19005994,1487.31433105,-141.44505,-60.34254,-0.00612,0.01108,0.00476,-0.00891,0.00000,0.02029,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.825,0.87558687,0.19005957,1487.31457520,-141.44489,-60.34218,-0.00606,0.00660,0.01438,0.00245,0.00000,0.02029,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.850,0.87558631,0.19005921,1487.31469727,-141.44463,-60.34206,-0.00599,0.01057,0.00452,0.00295,0.00000,0.02029,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.875,0.87558576,0.19005884,1487.31481934,-141.44435,-60.34195,-0.00620,0.01088,0.00442,-0.00827,0.00000,0.02029,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.900,0.87558520,0.19005847,1487.31506348,-141.44409,-60.34184,-0.00612,0.01059,0.00450,0.00301,0.00000,0.02029,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.925,0.87558465,0.19005810,1487.31518555,-141.44382,-60.34173,-0.00603,0.01089,0.00456,0.00355,0.00000,0.02029,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.950,0.87558409,0.19005773,1487.31542969,-141.44357,-60.34162,-0.00622,0.01001,0.00425,-0.00770,0.00000,0.02029,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75.975,0.87558354,0.19005736,1487.31555176,-141.44342,-60.34127,-0.00614,0.00617,0.01408,0.00350,0.00000,0.02029,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.000,0.87558298,0.19005700,1487.31567383,-141.44316,-60.34116,-0.00604,0.01017,0.00428,0.00407,0.00000,0.02029,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.025,0.87558243,0.19005663,1487.31591797,-141.44292,-60.34106,-0.00621,0.00990,0.00426,-0.00718,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.050,0.87558187,0.19005626,1487.31604004,-141.44266,-60.34095,-0.00612,0.01025,0.00424,0.00396,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.075,0.87558132,0.19005589,1487.31628418,-141.44241,-60.34084,-0.00600,0.00997,0.00422,0.00457,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.100,0.87558076,0.19005552,1487.31640625,-141.44217,-60.34074,-0.00617,0.00974,0.00395,-0.00672,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.125,0.87558021,0.19005515,1487.31652832,-141.44203,-60.34040,-0.00606,0.00532,0.01386,0.00435,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.150,0.87557966,0.19005478,1487.31677246,-141.44180,-60.34030,-0.00594,0.00936,0.00397,0.00498,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.175,0.87557910,0.19005442,1487.31689453,-141.44156,-60.34020,-0.00609,0.00973,0.00400,-0.00630,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.200,0.87557855,0.19005405,1487.31701660,-141.44131,-60.34010,-0.00598,0.00950,0.00404,0.00470,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.225,0.87557799,0.19005368,1487.31726074,-141.44109,-60.34000,-0.00584,0.00926,0.00393,0.00536,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.250,0.87557744,0.19005331,1487.31738281,-141.44086,-60.33990,-0.00599,0.00905,0.00374,-0.00595,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.275,0.87557688,0.19005294,1487.31750488,-141.44073,-60.33956,-0.00587,0.00466,0.01370,0.00500,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.300,0.87557633,0.19005257,1487.31762695,-141.44052,-60.33947,-0.00572,0.00874,0.00372,0.00568,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.325,0.87557577,0.19005221,1487.31787109,-141.44029,-60.33937,-0.00587,0.00914,0.00382,-0.00564,0.00000,0.02028,-2.73836,-0.00000,-0.00005,0.00000,1.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76.350,0.87557522,0.19005184,1487.31799316,-141.44006,-60.33928,-0.00573,0.00895,0.00377,0.00526,0.00000,0.02028,-2.73836,-0.00000,-0.00005,-0.00000,1.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
